SP Att.        SP Att.F       #Depots        Ref. Att.      Ref. Att.F     #Refineries    CC Att.        CC Att.f       Mins           Gas            IdleSCVs       CCs            Supply         Score          
13             0              12             0              0              0              3              2              2145           0              0              2              33/126         4745           
12             0              12             0              0              0              1              0              2115           0              0              2              35/126         4810           
15             0              12             0              0              0              2              1              2195           0              0              2              31/126         4695           
13             0              12             0              0              0              5              4              2105           0              0              2              31/126         4600           
13             0              12             0              0              0              7              6              2230           0              1              2              31/126         4730           
12             0              11             0              0              0              3              2              2420           0              0              2              33/118         4920           
13             0              12             0              0              0              4              3              2000           0              0              2              32/126         4550           
13             0              12             0              0              0              6              5              2220           0              0              2              32/126         4760           
14             0              12             0              0              0              3              2              1970           0              0              2              36/126         4710           
13             0              12             0              0              0              3              2              1950           0              0              2              36/118         4700           
14             0              12             0              0              0              2              1              2080           0              0              2              32/118         4630           
13             0              12             0              0              0              5              4              2095           0              0              2              35/126         4795           
12             0              12             0              0              0              4              3              2065           0              0              2              34/126         4715           
14             0              12             0              0              0              4              3              2085           0              0              2              34/126         4735           
13             0              12             0              0              0              4              3              2080           0              0              2              33/126         4680           
13             0              12             0              0              0              5              4              2090           0              0              2              35/118         4790           
12             0              11             0              0              0              1              0              2295           0              0              2              33/118         4795           
15             0              12             0              0              0              5              4              2105           0              0              2              33/126         4705           
16             0              12             0              0              0              5              4              1965           0              0              2              29/126         4365           
12             0              12             0              0              0              3              2              2120           0              0              2              33/126         4720           
12             0              11             0              0              0              3              2              2225           0              0              2              34/118         4765           
15             0              12             0              0              0              4              3              1995           0              0              2              35/126         4695           
14             0              12             0              0              0              4              3              1915           0              0              2              37/126         4715           
14             0              12             0              0              0              7              6              1940           0              0              2              34/126         4590           
11             0              11             0              0              0              2              1              2130           0              0              2              34/118         4730           
12             0              11             0              0              0              2              1              2185           0              0              2              34/118         4735           
14             0              12             0              0              0              1              0              1980           0              0              2              34/126         4625           
12             0              11             0              0              0              3              2              2390           0              0              2              33/118         4885           
12             0              12             0              0              0              4              3              2080           0              0              2              34/126         4725           
13             0              12             0              0              0              2              1              2000           0              0              2              35/126         4700           
13             0              12             0              0              0              4              3              1990           0              0              2              35/126         4690           
12             0              12             0              0              0              5              4              2025           0              0              2              31/126         4525           
15             0              12             0              0              0              2              1              2050           0              0              2              34/126         4700           
16             0              12             0              0              0              6              5              2145           0              0              2              33/126         4745           
12             0              12             0              0              0              5              4              2085           0              0              2              30/126         4525           
13             0              12             0              0              0              3              2              2185           0              0              2              31/126         4685           
12             0              12             0              0              0              5              4              2160           0              0              2              33/126         4760           
13             0              12             0              0              0              3              2              1990           0              0              2              34/126         4635           
14             0              12             0              0              0              1              0              2005           0              1              2              36/126         4745           
14             0              12             0              0              0              2              1              2200           0              0              2              33/118         4800           
12             0              12             0              0              0              4              3              1900           0              0              2              35/126         4595           
13             0              11             0              0              0              4              3              2255           0              0              2              34/118         4805           
13             0              12             0              0              0              2              1              2255           0              0              2              27/126         4555           
13             0              12             0              0              0              3              2              2185           0              0              2              31/126         4680           
13             0              12             0              0              0              2              1              2040           0              0              2              33/126         4690           
12             0              11             0              0              0              4              3              2265           0              0              2              34/118         4815           
12             0              11             0              0              0              5              4              2325           0              0              2              34/118         4875           
13             0              12             0              0              0              2              1              1970           0              0              2              34/126         4620           
12             0              12             0              0              0              2              1              2045           0              0              2              36/126         4795           
13             0              12             0              0              0              1              0              1825           0              0              2              37/126         4675           
14             0              12             0              0              0              2              1              1835           0              0              2              28/126         4185           
13             0              12             0              0              0              3              2              2005           0              1              2              35/126         4700           
13             0              12             0              0              0              3              2              2150           0              0              2              33/126         4750           
14             0              12             0              0              0              1              0              2155           0              0              2              31/126         4655           
13             0              12             0              0              0              3              2              2180           0              0              2              32/126         4730           
12             0              11             0              0              0              5              4              2445           0              0              2              33/118         4945           
13             0              12             0              0              0              5              4              2140           0              0              2              32/126         4690           
12             0              12             0              0              0              4              3              2115           0              0              2              33/126         4760           
13             0              12             0              0              0              4              3              2010           0              1              2              30/126         4455           
12             0              12             0              0              0              3              2              2145           0              0              2              33/126         4745           
13             0              12             0              0              0              6              5              1555           0              0              2              29/126         4005           
14             0              12             0              0              0              1              0              2030           0              0              2              34/126         4680           
13             0              12             0              0              0              3              2              2180           0              0              2              32/126         4725           
11             0              11             0              0              0              3              2              2040           0              0              2              28/118         4290           
14             0              12             0              0              0              2              1              2135           0              0              2              34/126         4780           
13             0              12             0              0              0              4              3              1865           0              0              2              29/126         4260           
12             0              12             0              0              0              5              4              1835           0              0              2              28/126         4185           
13             0              12             0              0              0              5              4              2165           0              0              2              33/126         4765           
13             0              12             0              0              0              2              1              1950           0              0              2              32/126         4500           
14             0              12             0              0              0              2              1              1965           0              0              2              34/126         4615           
15             0              12             0              0              0              2              1              2115           0              0              2              34/126         4765           
12             0              12             0              0              0              2              1              1920           0              0              2              30/126         4370           
12             0              11             0              0              0              5              4              2310           0              0              2              33/118         4805           
12             0              12             0              0              0              7              6              2015           0              1              2              28/126         4365           
14             0              12             0              0              0              4              3              1520           0              0              2              28/126         3870           
15             0              12             0              0              0              3              2              2025           0              0              2              35/126         4725           
13             0              12             0              0              0              3              2              2095           0              0              2              31/126         4590           
17             0              12             0              0              0              4              3              2070           0              0              2              33/126         4670           
14             0              12             0              0              0              2              1              2050           0              0              2              35/126         4745           
12             0              11             0              0              0              3              2              2210           0              0              2              33/118         4710           
12             0              12             0              0              0              1              0              2160           0              0              2              32/126         4710           
12             0              12             0              0              0              2              1              2175           0              0              2              32/126         4725           
13             0              12             0              0              0              2              1              1930           0              0              2              33/118         4530           
12             0              12             0              0              0              2              1              2045           0              0              2              35/126         4745           
13             0              12             0              0              0              3              2              2240           0              0              2              29/126         4635           
14             0              12             0              0              0              4              3              2080           0              0              2              33/126         4680           
13             0              12             0              0              0              2              1              1940           0              0              2              35/126         4635           
13             0              12             0              0              0              4              3              1990           0              0              2              31/126         4485           
14             0              12             0              0              0              3              2              2160           0              0              2              30/126         4610           
13             0              12             0              0              0              2              1              1960           0              1              2              34/126         4610           
13             0              11             0              0              0              6              5              2115           0              0              2              35/118         4710           
12             0              11             0              0              0              2              1              2220           0              0              2              33/118         4720           
12             0              11             0              0              0              4              3              2160           0              0              2              36/118         4810           
15             0              12             0              0              0              4              3              2225           0              0              2              32/126         4770           
12             0              12             0              0              0              3              2              2040           0              0              2              35/126         4740           
14             0              12             0              0              0              4              3              2190           0              0              2              31/126         4690           
12             0              12             0              0              0              6              5              1925           0              0              2              35/126         4620           
13             0              11             0              0              0              3              2              2220           0              0              2              33/118         4715           
12             0              12             0              0              0              1              0              2050           0              0              2              34/126         4700           
12             0              12             0              0              0              3              2              1905           0              0              2              35/126         4605           
13             0              12             0              0              0              2              1              2085           0              0              2              30/126         4535           
14             0              12             0              0              0              2              1              2105           0              0              2              32/126         4655           
11             0              11             0              0              0              3              2              2245           0              0              2              33/118         4740           
14             0              12             0              0              0              5              4              2065           0              0              2              34/126         4715           
13             0              12             0              0              0              4              3              2190           0              0              2              31/126         4690           
11             0              11             0              0              0              9              8              2155           0              0              2              31/118         4550           
15             0              11             0              0              0              2              1              1975           0              0              2              37/118         4675           
14             0              12             0              0              0              3              2              1965           0              0              2              34/126         4610           
13             0              12             0              0              0              2              1              2030           0              0              2              35/126         4730           
14             0              12             0              0              0              3              2              2085           0              0              2              31/126         4585           
13             0              12             0              0              0              4              3              2015           0              0              2              32/126         4565           
12             0              12             0              0              0              6              5              2025           0              0              2              34/126         4675           
12             0              12             0              0              0              2              1              2155           0              0              2              33/126         4755           
12             0              12             0              0              0              2              1              2050           0              0              2              35/126         4745           
13             0              12             0              0              0              4              3              1780           0              0              2              31/126         4280           
15             0              12             0              0              0              4              3              2100           0              0              2              34/126         4750           
15             0              12             0              0              0              2              1              2055           0              0              2              35/126         4750           
14             0              12             0              0              0              4              3              2180           0              0              2              33/126         4780           
12             0              12             0              0              0              3              2              2240           0              0              2              34/126         4890           
13             0              12             0              0              0              4              3              1835           0              0              2              32/126         4385           
13             0              12             0              0              0              2              1              2020           0              0              2              32/126         4570           
13             0              12             0              0              0              3              2              2045           0              0              2              36/126         4845           
14             0              12             0              0              0              1              0              2015           0              1              2              33/126         4615           
13             0              12             0              0              0              6              5              2010           0              1              2              35/126         4710           
13             0              12             0              0              0              6              5              1910           0              0              2              34/118         4560           
14             0              12             0              0              0              3              2              1850           0              0              2              29/126         4250           
13             0              12             0              0              0              7              6              2000           0              0              2              33/126         4600           
12             0              12             0              0              0              6              5              2140           0              0              2              34/126         4790           
14             0              12             0              0              0              4              3              2110           0              0              2              33/126         4705           
13             0              12             0              0              0              3              2              2130           0              0              2              36/118         4880           
12             0              12             0              0              0              4              3              2025           0              0              2              37/126         4820           
13             0              12             0              0              0              2              1              2160           0              0              2              33/126         4760           
13             0              12             0              0              0              6              5              2215           0              0              2              33/118         4815           
13             0              12             0              0              0              4              3              2115           0              0              2              33/126         4710           
13             0              12             0              0              0              3              2              2175           0              0              2              33/126         4775           
13             0              12             0              0              0              3              2              1990           0              0              2              32/126         4540           
13             0              12             0              0              0              3              2              2165           0              0              2              31/126         4665           
13             0              12             0              0              0              3              2              2105           0              0              2              32/126         4655           
13             0              12             0              0              0              3              2              2200           0              0              2              32/126         4745           
12             0              12             0              0              0              3              2              2150           0              0              2              33/126         4745           
17             0              12             0              0              0              3              2              2115           0              0              2              35/126         4815           
13             0              12             0              0              0              4              3              1670           0              0              2              28/126         4020           
13             0              12             0              0              0              4              3              2120           0              0              2              33/126         4720           
13             0              12             0              0              0              7              6              2210           0              0              2              31/126         4705           
12             0              12             0              0              0              3              2              2165           0              0              2              33/126         4765           
11             0              11             0              0              0              6              5              2095           0              0              2              34/118         4645           
14             0              11             0              0              0              5              4              2160           0              0              2              37/118         4855           
13             0              12             0              0              0              7              6              2200           0              0              2              31/126         4700           
12             0              12             0              0              0              2              1              2200           0              0              2              32/126         4750           
14             0              12             0              0              0              2              1              2125           0              0              2              32/126         4670           
13             0              12             0              0              0              4              3              1840           0              0              2              35/126         4640           
12             0              12             0              0              0              3              2              1780           0              0              2              26/126         4030           
17             0              12             0              0              0              3              2              2015           0              0              2              36/126         4765           
12             0              12             0              0              0              4              3              2090           0              0              2              35/118         4790           
12             0              12             0              0              0              6              5              2070           0              0              2              34/126         4720           
13             0              12             0              0              0              3              2              1970           0              0              2              35/126         4670           
11             0              11             0              0              0              3              2              2100           0              0              2              37/118         4800           
12             0              12             0              0              0              6              5              1950           0              0              2              28/118         4300           
12             0              12             0              0              0              6              5              2085           0              0              2              34/126         4735           
14             0              12             0              0              0              4              3              2015           0              0              2              33/126         4615           
14             0              12             0              0              0              3              2              2215           0              0              2              31/126         4715           
14             0              12             0              0              0              4              3              2215           0              0              2              30/126         4665           
14             0              12             0              0              0              4              3              2165           0              0              2              32/126         4715           
12             0              12             0              0              0              4              3              2175           0              0              2              33/126         4770           
12             0              11             0              0              0              4              3              2140           0              0              2              31/118         4540           
13             0              12             0              0              0              2              1              2090           0              0              2              34/126         4740           
12             0              12             0              0              0              3              2              2055           0              0              2              32/126         4650           
11             0              11             0              0              0              5              4              2240           0              0              2              33/118         4735           
13             0              12             0              0              0              1              0              2110           0              0              2              32/126         4655           
12             0              12             0              0              0              4              3              2140           0              0              2              32/126         4690           
14             0              12             0              0              0              6              5              2060           0              1              2              33/126         4655           
11             0              11             0              0              0              4              3              2095           0              0              2              36/118         4790           
13             0              12             0              0              0              1              0              2145           0              0              2              32/126         4690           
14             0              12             0              0              0              1              0              2170           0              0              2              32/126         4720           
13             0              12             0              0              0              2              1              2055           0              0              2              32/126         4600           
13             0              12             0              0              0              2              1              2045           0              0              2              34/126         4690           
13             0              12             0              0              0              3              2              2115           0              0              2              35/126         4815           
13             0              12             0              0              0              6              5              2075           0              0              2              31/118         4575           
12             0              12             0              0              0              3              2              2130           0              0              2              35/126         4830           
12             0              12             0              0              0              4              3              2040           0              0              2              33/126         4640           
12             0              12             0              0              0              5              4              1640           0              0              2              30/126         4090           
14             0              12             0              0              0              3              2              1985           0              0              2              33/126         4585           
12             0              12             0              0              0              3              2              2115           0              0              2              32/126         4660           
13             0              11             0              0              0              7              6              2175           0              0              2              35/118         4775           
14             0              12             0              0              0              5              4              1755           0              0              2              29/126         4155           
14             0              12             0              0              0              2              1              2025           0              0              2              32/126         4575           
14             0              12             0              0              0              2              1              2140           0              0              2              32/126         4690           
15             0              12             0              0              0              5              4              2205           0              0              2              31/118         4705           
13             0              12             0              0              0              5              4              2050           0              0              2              33/126         4650           
13             0              12             0              0              0              4              2              1935           0              0              2              35/126         4630           
12             0              12             0              0              0              3              2              1990           0              0              2              36/126         4735           
13             0              11             0              0              0              5              4              2360           0              0              2              33/118         4860           
13             0              12             0              0              0              6              5              1685           0              0              2              25/126         3885           
13             0              12             0              0              0              2              1              1700           0              0              2              32/126         4250           
12             0              12             0              0              0              1              0              2115           0              0              2              31/126         4615           
14             0              12             0              0              0              4              3              2070           0              0              2              34/126         4720           
15             0              12             0              0              0              3              2              2080           0              0              2              32/126         4630           
13             0              12             0              0              0              1              0              2160           0              0              2              33/126         4755           
12             0              12             0              0              0              3              2              2015           0              0              2              35/126         4715           
15             0              12             0              0              0              3              2              2170           0              0              2              32/126         4720           
12             0              12             0              0              0              1              0              2005           0              0              2              35/126         4705           
12             0              12             0              0              0              1              0              2060           0              0              2              34/126         4710           
13             0              12             0              0              0              2              1              1785           0              0              2              36/126         4635           
16             0              12             0              0              0              4              3              2050           0              0              2              34/118         4700           
12             0              12             0              0              0              4              3              1815           0              0              2              27/126         4115           
13             0              12             0              0              0              5              4              2130           0              0              2              33/126         4730           
13             0              12             0              0              0              5              4              2390           0              0              2              31/126         4890           
14             0              11             0              0              0              1              0              2175           0              0              2              35/118         4775           
13             0              12             0              0              0              5              4              2130           0              0              2              33/126         4730           
13             0              12             0              0              0              5              4              2290           0              0              2              30/118         4735           
13             0              12             0              0              0              2              1              2010           0              0              2              35/126         4710           
13             0              12             0              0              0              5              4              2080           0              0              2              34/126         4730           
12             0              12             0              0              0              7              6              2085           0              0              2              31/126         4585           
13             0              12             0              0              0              4              3              2045           0              0              2              30/126         4495           
