SP Att.        SP Att.F       #Depots        Ref. Att.      Ref. Att.F     #Refineries    CC Att.        CC Att.f       Mins           Gas            IdleSCVs       CCs            Supply         Score          
13             0              12             0              0              0              2              1              1935           0              0              2              33/126         4735           
13             0              12             0              0              0              8              7              1865           0              0              2              35/126         4760           
12             0              12             0              0              0              4              3              1935           0              0              2              32/126         4685           
14             0              12             0              0              0              2              1              1840           0              0              2              34/126         4690           
15             0              12             0              0              0              4              3              1895           0              0              2              35/126         4790           
13             0              12             0              0              0              5              4              1535           0              0              2              33/126         4335           
16             0              12             0              0              0              2              1              1930           0              0              2              34/126         4775           
16             0              12             0              0              0              5              4              1790           0              0              2              36/126         4735           
13             0              12             0              0              0              4              3              1955           0              0              2              32/126         4705           
13             0              12             0              0              0              4              3              1800           0              0              2              32/126         4550           
13             0              12             0              0              0              2              1              1870           0              1              2              37/126         4860           
14             0              12             0              0              0              4              3              1820           0              0              2              36/126         4765           
13             0              12             0              0              0              6              5              1910           0              0              2              34/126         4760           
13             0              12             0              0              0              2              1              1900           0              0              2              36/126         4845           
14             0              12             0              0              0              4              3              1825           0              0              2              37/126         4825           
13             0              12             0              0              0              5              4              1925           0              0              2              33/126         4725           
13             0              12             0              0              0              4              3              1600           0              0              2              34/126         4450           
15             0              12             0              0              0              5              4              1410           0              0              2              31/126         4110           
12             0              11             0              0              0              4              3              1860           0              0              2              31/118         4255           
13             0              12             0              0              0              1              0              1735           0              0              2              36/126         4685           
14             0              12             0              0              0              3              2              1550           0              0              2              29/126         4150           
13             0              12             0              0              0              3              2              1575           0              0              2              30/126         4225           
13             0              12             0              0              0              3              2              1750           0              0              2              37/126         4745           
15             0              12             0              0              0              3              2              1650           0              0              2              28/126         4195           
12             0              12             0              0              0              2              1              2000           0              0              2              33/126         4800           
13             0              12             0              0              0              4              3              1820           0              0              2              33/126         4620           
15             0              12             0              0              0              7              6              1915           0              0              2              34/126         4765           
13             0              12             0              0              0              3              2              1910           0              0              2              34/126         4760           
15             0              12             0              0              0              3              2              1670           0              0              2              39/126         4770           
14             0              12             0              0              0              1              0              1760           0              0              2              36/126         4710           
12             0              12             0              0              0              6              5              1900           0              0              2              36/126         4850           
11             0              11             0              0              0              3              2              2210           0              0              2              33/118         4705           
13             0              12             0              0              0              2              1              1730           0              0              2              38/126         4725           
14             0              12             0              0              0              7              6              1880           0              0              2              31/126         4580           
13             0              11             0              0              0              4              3              2125           0              0              2              33/118         4625           
12             0              12             0              0              0              4              3              1810           0              0              2              35/126         4710           
12             0              12             0              0              0              2              1              1900           0              0              2              35/126         4800           
15             0              12             0              0              0              5              4              1845           0              0              2              33/126         4645           
12             0              12             0              0              0              4              3              1675           0              0              2              33/126         4420           
14             0              12             0              0              0              2              1              1890           0              0              2              32/126         4640           
12             0              12             0              0              0              6              5              1865           0              0              2              35/126         4765           
15             0              12             0              0              0              3              2              1735           0              0              2              37/126         4730           
16             0              12             0              0              0              5              4              1815           0              0              2              36/126         4760           
12             0              12             0              0              0              3              2              1815           0              0              2              34/126         4665           
15             0              11             0              0              0              4              3              2190           0              0              2              32/118         4635           
12             0              12             0              0              0              4              3              1900           0              0              2              32/126         4650           
15             0              12             0              0              0              2              1              1900           0              0              2              34/126         4750           
12             0              12             0              0              0              3              2              1755           0              0              2              34/126         4595           
12             0              12             0              0              0              5              4              1910           0              0              2              32/126         4660           
13             0              12             0              0              0              3              2              1945           0              0              2              34/126         4795           
13             0              12             0              0              0              5              4              1990           0              0              2              34/126         4840           
16             0              12             0              0              0              3              2              1820           0              0              2              35/126         4715           
14             0              12             0              0              0              3              2              1845           0              0              2              31/126         4545           
12             0              12             0              0              0              5              4              1725           0              0              2              34/126         4575           
12             0              12             0              0              0              1              0              1870           0              0              2              35/126         4770           
12             0              12             0              0              0              5              4              1845           0              0              2              36/126         4795           
13             0              12             0              0              0              5              4              1865           0              0              2              33/126         4615           
14             0              12             0              0              0              3              2              1695           0              0              2              31/126         4395           
14             0              12             0              0              0              5              4              1860           0              0              2              32/126         4610           
13             0              12             0              0              0              3              2              1915           0              0              2              36/126         4865           
13             0              12             0              0              0              5              4              1850           0              0              2              34/126         4700           
12             0              12             0              0              0              5              4              1685           0              0              2              37/126         4685           
14             0              12             0              0              0              6              5              1750           0              0              2              34/126         4600           
13             0              12             0              0              0              2              1              1755           0              0              2              38/126         4805           
12             0              12             0              0              0              1              0              1700           0              0              2              30/126         4350           
14             0              12             0              0              0              2              1              1805           0              0              2              36/126         4755           
15             0              12             0              0              0              4              3              1960           0              0              2              32/126         4705           
13             0              12             0              0              0              2              1              1740           0              0              2              36/126         4690           
14             0              12             0              0              0              2              1              1940           0              0              2              35/126         4840           
12             0              12             0              0              0              5              4              1735           0              0              2              33/126         4535           
14             0              12             0              0              0              3              2              1835           0              0              2              36/126         4785           
14             0              12             0              0              0              4              3              1810           0              0              2              34/126         4655           
14             0              12             0              0              0              3              2              1875           0              0              2              31/126         4575           
13             0              12             0              0              0              7              6              1645           0              0              2              37/126         4645           
13             0              12             0              0              0              7              6              1905           0              0              2              33/126         4705           
13             0              12             0              0              0              8              7              1795           0              0              2              34/126         4640           
12             0              12             0              0              0              7              6              1960           0              0              2              33/126         4755           
14             0              12             0              0              0              4              3              1900           0              0              2              36/126         4850           
14             0              12             0              0              0              2              1              1875           0              0              2              33/126         4625           
15             0              12             0              0              0              3              2              1825           0              0              2              34/126         4675           
13             0              12             0              0              0              1              0              1595           0              0              2              30/126         4235           
11             0              11             0              0              0              8              7              2095           0              0              2              36/118         4745           
12             0              12             0              0              0              2              1              1930           0              0              2              35/126         4830           
13             0              12             0              0              0              5              4              2000           0              0              2              34/126         4800           
14             0              12             0              0              0              6              5              1885           0              0              2              34/126         4685           
14             0              12             0              0              0              4              3              1840           0              0              2              32/126         4585           
13             0              12             0              0              0              2              1              1760           0              0              2              35/126         4660           
14             0              12             0              0              0              3              2              1865           0              1              2              33/126         4660           
13             0              12             0              0              0              2              1              1855           0              0              2              36/126         4805           
14             0              12             0              0              0              4              3              1775           0              0              2              37/126         4775           
13             0              12             0              0              0              3              2              1740           0              0              2              36/126         4685           
12             0              12             0              0              0              5              4              1855           0              0              2              33/126         4655           
13             0              12             0              0              0              3              2              1830           0              0              2              34/126         4680           
16             0              12             0              0              0              4              3              1855           0              0              2              36/126         4805           
12             0              12             0              0              0              5              4              1905           0              0              2              34/126         4755           
12             0              12             0              0              0              3              2              1770           0              0              2              36/126         4720           
15             0              12             0              0              0              3              2              1835           0              0              2              32/126         4580           
14             0              12             0              0              0              2              1              1710           0              0              2              38/126         4760           
13             0              12             0              0              0              3              2              1770           0              0              2              34/126         4615           
12             0              12             0              0              0              4              3              1795           0              0              2              33/126         4595           
14             0              12             0              0              0              5              4              1600           0              0              2              36/118         4650           
14             0              12             0              0              0              5              4              1920           0              0              2              35/126         4820           
13             0              12             0              0              0              2              1              1960           0              0              2              35/126         4855           
13             0              12             0              0              0              1              0              1665           0              1              2              37/126         4665           
14             0              12             0              0              0              4              3              1810           0              0              2              34/126         4660           
13             0              12             0              0              0              3              2              1830           0              0              2              35/126         4725           
12             0              12             0              0              0              4              3              1900           0              0              2              34/126         4745           
13             0              12             0              0              0              2              1              1835           0              0              2              35/126         4735           
12             0              12             0              0              0              3              2              1855           0              0              2              37/126         4855           
13             0              12             0              0              0              3              2              1815           0              0              2              37/126         4810           
12             0              12             0              0              0              4              3              1685           0              0              2              29/126         4235           
14             0              12             0              0              0              5              4              1955           0              0              2              33/126         4755           
12             0              12             0              0              0              3              2              1820           0              0              2              30/126         4420           
12             0              12             0              0              0              3              2              1555           0              0              2              38/126         4655           
12             0              12             0              0              0              2              1              1805           0              0              2              34/126         4605           
12             0              12             0              0              0              5              4              1765           0              0              2              37/126         4760           
12             0              12             0              0              0              3              2              1705           0              0              2              33/126         4505           
11             0              11             0              0              0              4              3              2160           0              0              2              36/118         4860           
13             0              12             0              0              0              5              4              1540           0              0              2              28/126         4090           
13             0              12             0              0              0              2              1              1745           0              0              2              37/126         4745           
15             0              12             0              0              0              8              7              1815           0              0              2              36/126         4765           
13             0              12             0              0              0              7              6              1715           0              0              2              36/126         4665           
14             0              12             0              0              0              4              3              1855           0              0              2              34/126         4705           
12             0              12             0              0              0              4              3              1800           0              0              2              33/126         4600           
11             0              11             0              0              0              2              1              2405           0              0              2              33/118         4905           
12             0              11             0              0              0              3              2              2360           0              0              2              32/118         4810           
12             0              12             0              0              0              2              1              1745           0              0              2              37/126         4745           
12             0              12             0              0              0              2              1              1885           0              0              2              33/126         4685           
13             0              12             0              0              0              6              5              1740           0              0              2              37/126         4685           
14             0              12             0              0              0              1              0              1960           0              0              2              35/126         4855           
15             0              12             0              0              0              5              4              1880           0              0              2              35/126         4775           
13             0              12             0              0              0              4              3              1745           0              0              2              38/118         4795           
13             0              12             0              0              0              8              7              1695           0              0              2              33/126         4490           
13             0              12             0              0              0              5              4              1685           0              0              2              36/126         4635           
13             0              12             0              0              0              5              4              1830           0              0              2              35/126         4675           
13             0              12             0              0              0              3              2              1660           0              0              2              36/126         4610           
13             0              12             0              0              0              3              2              1805           0              0              2              34/126         4655           
16             0              12             0              0              0              1              0              1805           0              0              2              35/126         4705           
15             0              12             0              0              0              7              6              1800           0              0              2              34/126         4650           
12             0              12             0              0              0              8              7              1860           0              0              2              33/126         4660           
12             0              12             0              0              0              6              5              1825           0              0              2              34/126         4675           
14             0              12             0              0              0              5              4              1800           0              0              2              36/126         4750           
12             0              12             0              0              0              3              2              1680           0              0              2              29/126         4275           
13             0              12             0              0              0              6              5              1570           0              0              2              29/126         4170           
14             0              12             0              0              0              3              2              1760           0              0              2              36/126         4710           
13             0              12             0              0              0              8              7              1930           0              0              2              35/126         4830           
14             0              12             0              0              0              3              2              1805           0              0              2              33/126         4605           
14             0              12             0              0              0              3              2              1800           0              0              2              36/126         4695           
13             0              12             0              0              0              5              4              1830           0              0              2              35/118         4730           
13             0              12             0              0              0              3              2              1650           0              0              2              39/126         4845           
13             0              12             0              0              0              8              7              1265           0              0              2              25/126         3665           
14             0              12             0              0              0              3              2              1835           0              0              2              35/126         4735           
13             0              12             0              0              0              3              2              1730           0              0              2              38/126         4780           
12             0              12             0              0              0              4              2              1475           0              0              2              33/126         4325           
13             0              12             0              0              0              4              3              1885           0              0              2              34/126         4735           
13             0              12             0              0              0              4              3              1695           0              0              2              36/126         4640           
14             0              12             0              0              0              4              3              1760           0              0              2              35/126         4660           
13             0              12             0              0              0              4              3              1915           0              0              2              33/126         4715           
13             0              12             0              0              0              7              6              1905           0              0              2              32/126         4605           
12             0              12             0              0              0              2              1              1775           0              0              2              38/126         4825           
12             0              12             0              0              0              4              3              2010           0              0              2              33/126         4810           
13             0              12             0              0              0              2              1              1800           0              0              2              35/126         4700           
12             0              12             0              0              0              4              3              1225           0              0              2              28/126         3775           
14             0              12             0              0              0              2              1              1885           0              0              2              36/126         4835           
12             0              12             0              0              0              3              2              1765           0              0              2              36/126         4660           
14             0              12             0              0              0              4              3              1865           0              0              2              36/126         4815           
13             0              12             0              0              0              3              2              1805           0              0              2              35/126         4700           
14             0              12             0              0              0              3              2              1745           0              0              2              36/126         4695           
13             0              12             0              0              0              4              3              1895           0              0              2              35/118         4795           
14             0              12             0              0              0              3              2              1820           0              0              2              34/126         4670           
15             0              12             0              0              0              5              4              1570           0              0              2              33/126         4370           
12             0              12             0              0              0              3              2              1855           0              0              2              36/126         4805           
14             0              12             0              0              0              4              3              1615           0              0              2              29/126         4215           
13             0              12             0              0              0              5              4              1910           0              0              2              34/126         4710           
14             0              12             0              0              0              3              2              1790           0              0              2              34/126         4630           
12             0              12             0              0              0              5              4              1635           0              0              2              38/126         4685           
14             0              12             0              0              0              1              0              1790           0              0              2              35/126         4690           
14             0              12             0              0              0              3              2              1640           0              0              2              38/126         4690           
13             0              12             0              0              0              2              1              1525           0              0              2              27/126         4025           
12             0              12             0              0              0              5              4              1880           0              0              2              34/126         4730           
12             0              12             0              0              0              5              4              1725           0              0              2              34/126         4625           
13             0              12             0              0              0              2              1              1730           0              0              2              38/126         4780           
15             0              12             0              0              0              4              3              1750           0              0              2              34/126         4595           
12             0              11             0              0              0              5              4              2205           0              0              2              34/118         4750           
12             0              12             0              0              0              2              1              2055           0              0              2              32/118         4755           
14             0              12             0              0              0              4              3              1785           0              0              2              38/126         4835           
12             0              12             0              0              0              4              3              1920           0              0              2              35/118         4815           
14             0              12             0              0              0              3              2              1805           0              0              2              34/126         4655           
12             0              12             0              0              0              4              3              1830           0              0              2              35/126         4725           
13             0              12             0              0              0              2              1              1790           0              0              2              34/126         4635           
13             0              12             0              0              0              7              6              1790           0              0              2              34/126         4635           
12             0              12             0              0              0              6              5              1725           0              0              2              34/126         4575           
12             0              12             0              0              0              5              4              1710           0              0              2              37/126         4710           
15             0              12             0              0              0              1              0              1865           0              0              2              30/126         4510           
14             0              12             0              0              0              2              1              1805           0              0              2              38/126         4855           
14             0              12             0              0              0              5              4              1805           0              0              2              34/126         4655           
12             0              12             0              0              0              3              2              1910           0              0              2              33/126         4710           
13             0              12             0              0              0              7              6              1840           0              0              2              35/126         4735           
14             0              12             0              0              0              1              0              1940           0              0              2              33/126         4740           
14             0              12             0              0              0              3              2              1815           0              0              2              32/126         4565           
12             0              12             0              0              0              1              0              1780           0              0              2              35/126         4675           
13             0              12             0              0              0              2              1              1945           0              0              2              35/126         4845           
14             0              12             0              0              0              2              1              1595           0              0              2              30/126         4195           
14             0              12             0              0              0              7              6              1850           0              0              2              36/126         4795           
13             0              12             0              0              0              4              3              1565           0              0              2              37/126         4565           
13             0              12             0              0              0              3              2              1855           0              0              2              36/126         4805           
12             0              12             0              0              0              3              2              1680           0              0              2              34/126         4580           
12             0              12             0              0              0              3              2              1615           0              0              2              35/126         4510           
15             0              12             0              0              0              2              1              1875           0              0              2              34/126         4725           
13             0              12             0              0              0              5              4              1765           0              1              2              33/126         4565           
14             0              12             0              0              0              4              3              1850           0              0              2              33/126         4645           
11             0              11             0              0              0              5              4              2355           0              0              2              33/118         4855           
14             0              12             0              0              0              6              5              1485           0              0              2              29/126         4085           
14             0              12             0              0              0              2              1              1885           0              0              2              35/126         4785           
