SP Att.        SP Att.F       #Depots        Ref. Att.      Ref. Att.F     #Refineries    CC Att.        CC Att.f       Mins           Gas            IdleSCVs       CCs            Supply         Score          
14             0              12             0              0              0              6              5              1190           0              0              2              29/126         3790           
14             0              12             0              0              0              6              5              1000           0              0              2              29/126         3650           
13             0              12             0              0              0              4              3              1505           0              0              2              27/126         3955           
13             0              12             0              0              0              2              1              1285           0              0              2              29/126         3885           
13             0              12             0              0              0              2              1              1185           0              0              2              27/126         3635           
12             0              12             0              0              0              2              1              1070           0              1              2              28/126         3615           
13             0              12             0              0              0              4              3              995            0              0              2              27/126         3545           
16             0              12             0              0              0              3              2              1200           0              0              2              27/126         3700           
17             0              12             0              0              0              5              4              1375           0              0              2              31/126         4025           
15             0              12             0              0              0              3              2              1080           0              0              2              27/126         3580           
15             0              12             0              0              0              1              0              1260           0              0              2              27/126         3760           
14             0              12             0              0              0              3              2              1195           0              0              2              25/126         3595           
12             0              12             0              0              0              2              1              1290           0              0              2              30/126         3940           
13             0              12             0              0              0              1              0              1085           0              1              2              29/126         3635           
12             0              12             0              0              0              5              4              1025           0              1              2              28/126         3575           
12             0              12             0              0              0              5              4              1660           0              0              2              34/126         4510           
13             0              12             0              0              0              4              3              1140           0              1              2              28/126         3635           
15             0              12             0              0              0              6              5              1340           0              0              2              30/126         3990           
14             0              12             0              0              0              3              2              1100           0              0              2              28/126         3650           
14             0              12             0              0              0              1              0              1155           0              0              2              27/126         3655           
12             0              12             0              0              0              2              1              1060           0              0              2              29/126         3610           
14             0              12             0              0              0              3              2              1350           0              0              2              28/126         3900           
13             0              12             0              0              0              3              2              1040           0              1              2              27/126         3540           
13             0              12             0              0              0              4              3              1200           0              0              2              29/126         3800           
15             0              12             0              0              0              3              2              1340           0              0              2              29/126         3940           
12             0              12             0              0              0              2              1              1215           0              1              2              29/126         3765           
14             0              12             0              0              0              2              1              1045           0              1              2              27/126         3495           
14             0              12             0              0              0              6              5              1390           0              0              2              32/126         4140           
13             0              12             0              0              0              3              2              1425           0              0              2              32/126         4175           
13             0              12             0              0              0              6              5              1155           0              0              2              30/126         3855           
12             0              12             0              0              0              2              1              1145           0              0              2              30/126         3840           
14             0              12             0              0              0              3              2              1175           0              0              2              30/126         3825           
14             0              12             0              0              0              4              3              1080           0              0              2              29/126         3680           
12             0              12             0              0              0              2              1              1300           0              0              2              26/126         3750           
14             0              12             0              0              0              4              3              1020           0              0              2              29/126         3620           
15             0              12             0              0              0              4              3              1285           0              0              2              26/126         3685           
13             0              12             0              0              0              5              4              1135           0              0              2              30/126         3785           
14             0              12             0              0              0              5              4              1105           0              1              2              28/126         3650           
13             0              12             0              0              0              2              1              1160           0              0              2              26/126         3610           
12             0              12             0              0              0              8              7              1135           0              2              2              29/126         3685           
13             0              12             0              0              0              8              7              1300           0              0              2              29/126         3895           
14             0              12             0              0              0              4              3              1195           0              1              2              27/126         3645           
14             0              12             0              0              0              7              6              1080           0              0              2              27/126         3575           
13             0              12             0              0              0              6              5              1160           0              0              2              28/126         3660           
12             0              12             0              0              0              3              2              1175           0              0              2              29/126         3725           
13             0              12             0              0              0              3              2              1160           0              0              2              25/126         3555           
14             0              12             0              0              0              4              3              1160           0              0              2              26/126         3610           
14             0              12             0              0              0              4              3              950            0              0              2              28/126         3550           
13             0              12             0              0              0              2              1              1245           0              0              2              28/126         3745           
13             0              12             0              0              0              5              4              1125           0              0              2              27/126         3625           
13             0              12             0              0              0              1              0              1230           0              0              2              30/126         3880           
15             0              12             0              0              0              4              3              1180           0              0              2              29/126         3780           
13             0              12             0              0              0              5              4              1050           0              0              2              29/126         3650           
12             0              12             0              0              0              2              1              1240           0              0              2              28/126         3740           
13             0              12             0              0              0              3              2              1140           0              0              2              29/126         3690           
14             0              12             0              0              0              3              2              1045           0              0              2              28/126         3645           
14             0              12             0              0              0              6              5              890            0              1              2              28/126         3540           
13             0              12             0              0              0              1              0              1435           0              0              2              32/126         4185           
13             0              12             0              0              0              4              3              1290           0              0              2              30/126         3940           
14             0              12             0              0              0              6              5              1355           0              0              2              28/126         3905           
15             0              12             0              0              0              6              5              1040           0              0              2              29/126         3590           
13             0              12             0              0              0              4              3              1170           0              0              2              26/126         3620           
13             0              12             0              0              0              4              3              930            0              0              2              28/126         3575           
12             0              12             0              0              0              4              3              1665           0              0              2              34/126         4515           
16             0              12             0              0              0              5              4              1405           0              0              2              29/126         4005           
12             0              12             0              0              0              4              3              1145           0              0              2              28/126         3690           
17             0              12             0              0              0              3              2              990            0              0              2              28/126         3585           
14             0              12             0              0              0              2              1              1310           0              0              2              28/126         3860           
14             0              12             0              0              0              4              3              1045           0              1              2              27/126         3545           
15             0              12             0              0              0              4              3              975            0              0              2              28/126         3575           
15             0              12             0              0              0              1              0              1255           0              0              2              27/126         3755           
13             0              12             0              0              0              6              5              1085           0              0              2              29/126         3735           
12             0              12             0              0              0              5              4              1095           0              0              2              29/126         3695           
13             0              12             0              0              0              4              3              1495           0              0              2              28/126         4045           
13             0              12             0              0              0              1              0              1230           0              0              2              31/126         3980           
14             0              12             0              0              0              4              3              1335           0              0              2              29/126         3935           
14             0              12             0              0              0              3              2              1080           0              1              2              28/126         3630           
14             0              12             0              0              0              4              3              1225           0              0              2              29/126         3825           
16             0              12             0              0              0              6              5              1130           0              0              2              28/126         3680           
14             0              12             0              0              0              3              2              1290           0              0              2              27/126         3785           
13             0              12             0              0              0              5              4              1230           0              0              2              30/126         3880           
14             0              12             0              0              0              3              2              1170           0              1              2              29/126         3710           
14             0              12             0              0              0              4              3              1305           0              0              2              29/126         3905           
13             0              12             0              0              0              3              2              1340           0              0              2              26/126         3785           
14             0              12             0              0              0              5              4              1160           0              0              2              27/126         3610           
13             0              12             0              0              0              2              1              1190           0              0              2              31/126         3940           
12             0              12             0              0              0              3              2              1395           0              0              2              28/126         3945           
13             0              12             0              0              0              2              1              1315           0              0              2              31/126         4015           
15             0              12             0              0              0              5              4              1325           0              0              2              25/126         3725           
13             0              12             0              0              0              4              3              1380           0              0              2              26/126         3830           
15             0              12             0              0              0              4              3              1155           0              0              2              29/126         3755           
14             0              12             0              0              0              6              5              1245           0              0              2              28/126         3795           
13             0              12             0              0              0              5              4              1325           0              0              2              31/126         3975           
12             0              12             0              0              0              7              6              1125           0              0              2              26/126         3575           
13             0              12             0              0              0              5              4              1110           0              1              2              28/126         3660           
13             0              12             0              0              0              1              0              1060           0              1              2              30/126         3705           
13             0              12             0              0              0              3              2              1120           0              0              2              26/126         3570           
13             0              12             0              0              0              3              2              1060           0              1              2              29/126         3660           
14             0              12             0              0              0              4              3              1305           0              0              2              28/126         3900           
16             0              12             0              0              0              5              4              930            0              1              2              28/126         3530           
14             0              12             0              0              0              6              5              1310           0              0              2              28/126         3860           
13             0              12             0              0              0              3              2              1320           0              0              2              28/126         3820           
15             0              12             0              0              0              6              5              1245           0              0              2              27/126         3745           
14             0              12             0              0              0              5              4              1165           0              0              2              27/126         3615           
14             0              12             0              0              0              4              3              1295           0              0              2              28/126         3845           
13             0              12             0              0              0              5              4              1270           0              0              2              28/126         3820           
12             0              12             0              0              0              2              1              1245           0              0              2              26/126         3645           
13             0              12             0              0              0              2              1              1400           0              0              2              28/126         3950           
12             0              12             0              0              0              3              2              1240           0              0              2              25/126         3640           
14             0              12             0              0              0              1              0              1115           0              0              2              30/126         3715           
15             0              12             0              0              0              7              6              1150           0              0              2              29/126         3740           
14             0              12             0              0              0              3              2              1175           0              1              2              29/126         3725           
13             0              12             0              0              0              3              2              1105           0              0              2              27/126         3605           
15             0              12             0              0              0              5              4              1135           0              1              2              28/126         3635           
14             0              12             0              0              0              3              2              1595           0              0              2              31/126         4140           
12             0              12             0              0              0              5              4              1520           0              1              2              28/126         3870           
12             0              12             0              0              0              4              3              1410           0              0              2              25/126         3610           
13             0              12             0              0              0              6              5              1880           0              0              2              28/126         4230           
13             0              12             0              0              0              2              0              1375           0              0              2              26/126         3625           
17             0              12             0              0              0              5              4              1425           0              0              2              25/126         3625           
14             0              12             0              0              0              4              3              1285           0              0              2              28/126         3630           
13             0              12             0              0              0              3              2              1550           0              0              2              24/126         3700           
16             0              12             0              0              0              5              4              1370           0              0              2              28/126         3770           
13             0              12             0              0              0              5              4              1765           0              0              2              27/126         4065           
14             0              12             0              0              0              1              0              1660           0              0              2              26/126         3910           
13             0              12             0              0              0              3              2              1365           0              1              2              25/126         3560           
14             0              12             0              0              0              4              3              1370           0              0              2              28/126         3720           
15             0              12             0              0              0              5              4              1635           0              0              2              25/126         3830           
12             0              12             0              0              0              5              4              1530           0              0              2              26/126         3780           
12             0              12             0              0              0              1              0              1460           0              0              2              24/126         3610           
13             0              12             0              0              0              3              2              1100           0              0              2              30/126         3850           
13             0              12             0              0              0              2              1              1150           0              0              2              28/126         3700           
13             0              12             0              0              0              7              6              1365           0              0              2              28/126         3715           
13             0              12             0              0              0              3              2              1105           0              0              2              27/126         3605           
13             0              12             0              0              0              4              3              1645           0              0              2              26/126         3895           
13             0              12             0              0              0              7              6              1325           0              0              2              28/126         3920           
14             0              12             0              0              0              7              6              925            0              1              2              29/126         3570           
13             0              12             0              0              0              4              3              1255           0              0              2              27/126         3750           
15             0              12             0              0              0              3              2              1460           0              0              2              31/126         4160           
15             0              12             0              0              0              3              2              1080           0              0              2              26/126         3525           
15             0              12             0              0              0              3              2              1240           0              0              2              28/126         3790           
13             0              12             0              0              0              3              2              1265           0              0              2              30/126         3915           
12             0              12             0              0              0              4              3              1110           0              0              2              28/126         3660           
12             0              12             0              0              0              5              4              1160           0              0              2              26/126         3760           
13             0              12             0              0              0              1              0              1105           0              1              2              29/126         3655           
14             0              12             0              0              0              2              1              1115           0              0              2              27/126         3715           
16             0              12             0              0              0              2              1              1150           0              0              2              27/126         3650           
13             0              12             0              0              0              3              2              1320           0              0              2              28/126         3720           
15             0              12             0              0              0              6              5              1095           0              0              2              29/126         3645           
14             0              12             0              0              0              4              3              940            0              0              2              29/126         3640           
14             0              12             0              0              0              5              4              1110           0              0              2              27/126         3610           
12             0              12             0              0              0              7              6              1330           0              0              2              32/126         4070           
13             0              12             0              0              0              6              5              1025           0              0              2              28/126         3625           
12             0              12             0              0              0              7              6              1200           0              0              2              28/126         3700           
15             0              12             0              0              0              2              1              1125           0              0              2              28/126         3675           
14             0              12             0              0              0              4              3              1185           0              0              2              30/126         3830           
13             0              12             0              0              0              7              6              1285           0              1              2              27/126         3585           
14             0              12             0              0              0              5              4              1125           0              0              2              28/126         3675           
13             0              12             0              0              0              4              3              1075           0              0              2              29/126         3675           
13             0              12             0              0              0              4              3              1200           0              0              2              27/126         3550           
12             0              12             0              0              0              4              3              995            0              1              2              29/126         3595           
13             0              12             0              0              0              5              4              1130           0              0              2              27/126         3730           
13             0              12             0              0              0              5              4              1405           0              0              2              33/126         4155           
15             0              12             0              0              0              5              4              1405           0              0              2              30/126         4055           
15             0              12             0              0              0              5              4              1310           0              1              2              27/126         3755           
14             0              12             0              0              0              4              3              1520           0              0              2              29/126         4070           
15             0              12             0              0              0              2              1              995            0              0              2              28/126         3640           
13             0              12             0              0              0              2              1              1055           0              0              2              28/126         3655           
14             0              12             0              0              0              5              4              1640           0              0              2              31/126         4340           
12             0              12             0              0              0              3              2              1245           0              0              2              31/126         3940           
14             0              12             0              0              0              3              2              1425           0              0              2              27/126         3925           
13             0              12             0              0              0              5              4              1430           0              0              2              31/126         4130           
12             0              12             0              0              0              4              3              1430           0              0              2              33/126         4230           
16             0              12             0              0              0              6              5              1475           0              0              2              32/126         4225           
14             0              12             0              0              0              4              3              1265           0              0              2              26/126         3710           
15             0              12             0              0              0              2              1              1365           0              0              2              26/126         3815           
14             0              12             0              0              0              2              1              1005           0              1              2              29/126         3605           
13             0              12             0              0              0              2              1              1195           0              0              2              27/126         3645           
15             0              12             0              0              0              7              6              1900           0              0              2              32/126         4650           
16             0              12             0              0              0              8              7              1065           0              0              2              30/126         3765           
14             0              12             0              0              0              4              3              1545           0              0              2              27/126         4045           
13             0              12             0              0              0              4              3              1295           0              0              2              27/126         3790           
13             0              12             0              0              0              6              5              1100           0              0              2              27/126         3600           
13             0              12             0              0              0              4              3              1395           0              0              2              26/126         3845           
13             0              12             0              0              0              5              4              1140           0              0              2              31/126         3840           
13             0              12             0              0              0              4              3              1340           0              1              2              31/126         4040           
12             0              12             0              0              0              4              3              1515           0              0              2              31/126         4210           
14             0              12             0              0              0              2              1              1280           0              0              2              29/126         3880           
13             0              12             0              0              0              2              1              1360           0              0              2              25/126         3760           
12             0              12             0              0              0              5              4              1405           0              0              2              26/126         3855           
14             0              12             0              0              0              9              8              1235           0              0              2              27/126         3730           
15             0              12             0              0              0              8              7              1065           0              0              2              30/126         3765           
13             0              12             0              0              0              3              2              1135           0              1              2              28/126         3630           
13             0              12             0              0              0              6              5              1220           0              0              2              27/126         3720           
13             0              12             0              0              0              3              2              1010           0              0              2              28/126         3560           
13             0              12             0              0              0              3              2              1300           0              0              2              29/126         3900           
15             0              12             0              0              0              3              2              1315           0              0              2              28/126         3815           
13             0              12             0              0              0              6              5              1405           0              0              2              27/126         3905           
13             0              12             0              0              0              3              2              1145           0              0              2              30/126         3790           
13             0              12             0              0              0              3              2              1410           0              1              2              33/126         4210           
13             0              12             0              0              0              4              3              1390           0              0              2              28/126         3935           
14             0              12             0              0              0              8              7              1305           0              0              2              27/126         3745           
14             0              12             0              0              0              4              3              1270           0              0              2              28/126         3820           
16             0              12             0              0              0              3              2              1025           0              0              2              29/126         3675           
14             0              12             0              0              0              5              4              985            0              1              2              29/126         3585           
15             0              12             0              0              0              3              2              1170           0              0              2              27/126         3670           
14             0              12             0              0              0              2              1              1370           0              0              2              29/126         3970           
13             0              12             0              0              0              1              0              1425           0              0              2              32/126         4120           
13             0              12             0              0              0              5              4              1170           0              0              2              27/126         3670           
13             0              12             0              0              0              7              6              955            0              0              2              28/126         3555           
13             0              12             0              0              0              5              4              1175           0              0              2              26/126         3625           
12             0              12             0              0              0              2              1              1115           0              1              2              30/126         3715           
15             0              12             0              0              0              2              1              1225           0              0              2              30/126         3875           
13             0              12             0              0              0              4              3              1095           0              0              2              30/126         3745           
