SP Att.        SP Att.F       #Depots        Ref. Att.      Ref. Att.F     #Refineries    CC Att.        CC Att.f       Mins           Gas            IdleSCVs       CCs            Supply         Score          
12             0              12             0              0              0              3              2              1400           0              0              2              27/126         3700           
12             0              12             0              0              0              2              1              1530           0              0              2              29/126         3980           
13             0              12             0              0              0              6              5              1655           0              0              2              26/126         3900           
17             0              12             0              0              0              4              3              1670           0              0              2              26/126         3915           
14             0              12             0              0              0              4              3              1545           0              0              2              26/126         3795           
12             0              12             0              0              0              3              2              1800           0              0              2              24/126         3950           
13             0              12             0              0              0              4              3              1465           0              0              2              27/126         3765           
12             0              12             0              0              0              3              2              1690           0              0              2              29/126         4090           
12             0              12             0              0              0              3              2              1490           0              0              2              26/126         3740           
16             0              12             0              0              0              4              3              1735           0              0              2              25/126         3935           
15             0              12             0              0              0              8              7              1495           0              0              2              26/126         3745           
14             0              12             0              0              0              2              1              1445           0              0              2              30/126         3895           
14             0              12             0              0              0              2              1              1585           0              0              2              27/126         3885           
13             0              12             0              0              0              3              2              1350           0              0              2              29/126         3750           
16             0              12             0              0              0              4              3              1445           0              0              2              27/126         3745           
13             0              12             0              0              0              4              3              1730           0              0              2              29/126         4130           
15             0              12             0              0              0              4              3              1515           0              0              2              25/126         3715           
14             0              12             0              0              0              5              4              1390           0              0              2              27/126         3685           
13             0              12             0              0              0              6              5              1340           0              0              2              26/126         3590           
14             0              12             0              0              0              2              1              1485           0              0              2              27/126         3835           
13             0              12             0              0              0              4              3              1510           0              0              2              25/126         3710           
14             0              12             0              0              0              5              4              1475           0              0              2              29/126         3925           
14             0              12             0              0              0              4              3              1495           0              0              2              28/126         3895           
12             0              12             0              0              0              4              3              2125           0              1              2              33/126         4725           
14             0              12             0              0              0              4              3              1210           0              0              2              26/126         3560           
15             0              12             0              0              0              3              2              1580           0              0              2              25/126         3780           
13             0              12             0              0              0              3              2              1610           0              1              2              24/126         3760           
12             0              12             0              0              0              1              0              1440           0              0              2              28/126         3790           
16             0              12             0              0              0              6              5              1585           0              0              2              26/126         3835           
12             0              12             0              0              0              5              4              1775           0              0              2              26/126         4025           
12             0              12             0              0              0              4              3              1360           0              0              2              26/126         3610           
14             0              12             0              0              0              4              3              1520           0              0              2              25/126         3720           
13             0              12             0              0              0              2              1              1790           0              0              2              26/126         4040           
13             0              12             0              0              0              3              2              1565           0              0              2              25/126         3815           
13             0              12             0              0              0              3              2              1560           0              0              2              27/126         3860           
13             0              12             0              0              0              3              2              1520           0              0              2              27/126         3820           
15             0              12             0              0              0              2              1              1505           0              0              2              28/126         3905           
13             0              12             0              0              0              4              3              1490           0              0              2              28/126         3840           
14             0              12             0              0              0              2              1              1775           0              0              2              24/126         3925           
12             0              12             0              0              0              7              6              1620           0              1              2              30/126         4070           
14             0              12             0              0              0              2              1              1410           0              0              2              28/126         3810           
12             0              12             0              0              0              4              2              1570           0              0              2              25/126         3770           
14             0              12             0              0              0              3              2              1650           0              0              2              24/126         3800           
17             0              12             0              0              0              6              5              1410           0              0              2              25/126         3605           
16             0              12             0              0              0              5              4              1475           0              0              2              24/126         3625           
13             0              12             0              0              0              3              2              1510           0              0              2              30/126         3960           
16             0              12             0              0              0              4              2              1740           0              1              2              31/126         4240           
16             0              12             0              0              0              5              4              1555           0              0              2              25/126         3755           
13             0              12             0              0              0              4              3              1540           0              0              2              28/126         3940           
12             0              12             0              0              0              2              1              1750           0              0              2              25/126         3950           
14             0              12             0              0              0              2              1              1295           0              0              2              27/126         3595           
15             0              12             0              0              0              5              4              1470           0              0              2              26/126         3720           
15             0              12             0              0              0              2              1              1425           0              0              2              27/126         3715           
13             0              12             0              0              0              2              1              1365           0              0              2              28/126         3760           
12             0              12             0              0              0              6              5              1515           0              0              2              23/126         3615           
14             0              12             0              0              0              3              2              1570           0              0              2              26/126         3820           
12             0              12             0              0              0              5              4              1375           0              0              2              26/126         3625           
12             0              12             0              0              0              4              3              1350           0              1              2              26/126         3595           
13             0              12             0              0              0              7              6              1680           0              0              2              27/126         3980           
16             0              12             0              0              0              5              4              1565           0              0              2              23/126         3665           
14             0              12             0              0              0              7              6              1495           0              0              2              28/126         3845           
12             0              12             0              0              0              5              4              1560           0              0              2              25/126         3760           
12             0              12             0              0              0              5              4              1375           0              1              2              27/126         3675           
14             0              12             0              0              0              4              3              1325           0              0              2              26/126         3575           
14             0              12             0              0              0              2              1              1470           0              0              2              26/126         3720           
14             0              12             0              0              0              3              2              1350           0              0              2              26/126         3600           
13             0              12             0              0              0              4              3              1490           0              0              2              25/126         3690           
14             0              12             0              0              0              4              3              1635           0              0              2              27/126         3935           
12             0              12             0              0              0              7              6              1615           0              0              2              27/126         3915           
17             0              12             0              0              0              4              3              1390           0              0              2              27/126         3690           
15             0              12             0              0              0              6              5              1565           0              0              2              26/126         3815           
15             0              12             0              0              0              3              2              1785           0              0              2              28/126         4135           
16             0              12             0              0              0              3              2              1625           0              0              2              23/126         3725           
12             0              12             0              0              0              2              1              1385           0              0              2              30/126         3835           
13             0              12             0              0              0              5              4              1520           0              0              2              26/126         3770           
12             0              12             0              0              0              1              0              1650           0              0              2              27/126         3950           
14             0              12             0              0              0              2              1              1620           0              0              2              25/126         3820           
14             0              12             0              0              0              2              1              1285           0              1              2              27/126         3585           
13             0              12             0              0              0              6              5              1600           0              0              2              25/126         3800           
15             0              12             0              0              0              4              3              1190           0              0              2              27/126         3485           
14             0              12             0              0              0              3              2              1615           0              0              2              25/126         3815           
13             0              12             0              0              0              3              2              1385           0              1              2              28/126         3735           
13             0              12             0              0              0              5              4              1815           0              0              2              30/126         4265           
15             0              12             0              0              0              6              5              1430           0              0              2              26/126         3680           
15             0              12             0              0              0              7              6              1415           0              0              2              25/126         3615           
13             0              12             0              0              0              8              7              1380           0              0              2              28/126         3780           
14             0              12             0              0              0              7              6              1460           0              0              2              26/126         3710           
14             0              12             0              0              0              2              1              1390           0              0              2              29/126         3780           
13             0              12             0              0              0              3              2              1350           0              0              2              29/126         3800           
14             0              12             0              0              0              4              3              1600           0              0              2              25/126         3800           
13             0              12             0              0              0              4              3              1260           0              0              2              27/126         3555           
14             0              12             0              0              0              3              2              1345           0              0              2              28/126         3695           
14             0              12             0              0              0              2              1              1575           0              0              2              31/126         4075           
12             0              12             0              0              0              7              6              1485           0              0              2              25/126         3685           
12             0              12             0              0              0              7              6              1760           0              0              2              25/126         3955           
15             0              12             0              0              0              7              6              1345           0              0              2              30/126         3840           
17             0              12             0              0              0              2              1              1400           0              0              2              26/126         3650           
15             0              12             0              0              0              1              0              1755           0              0              2              25/126         3955           
15             0              12             0              0              0              6              5              1465           0              0              2              27/126         3765           
13             0              12             0              0              0              2              1              1310           0              0              2              27/126         3660           
12             0              12             0              0              0              8              7              1245           0              0              2              29/126         3790           
14             0              12             0              0              0              5              4              1430           0              0              2              25/126         3625           
14             0              12             0              0              0              2              1              1055           0              1              2              30/126         3755           
14             0              12             0              0              0              4              3              1285           0              0              2              26/126         3735           
15             0              12             0              0              0              3              2              1080           0              0              2              29/126         3730           
13             0              12             0              0              0              3              2              1280           0              0              2              27/126         3580           
13             0              12             0              0              0              5              4              1355           0              1              2              26/126         3755           
12             0              12             0              0              0              6              5              1440           0              0              2              30/126         4040           
12             0              12             0              0              0              6              5              1755           0              0              2              26/126         4000           
14             0              12             0              0              0              2              1              1355           0              1              2              27/126         3650           
14             0              12             0              0              0              5              4              1295           0              0              2              26/126         3540           
15             0              12             0              0              0              6              5              1145           0              1              2              28/126         3695           
13             0              12             0              0              0              4              3              1320           0              0              2              27/126         3670           
12             0              12             0              0              0              6              4              1130           0              0              2              28/126         3630           
15             0              12             0              0              0              4              3              1095           0              0              2              29/126         3690           
13             0              12             0              0              0              7              6              1285           0              0              2              30/126         3935           
12             0              12             0              0              0              5              4              1415           0              0              2              28/126         3765           
12             0              12             0              0              0              5              4              1760           0              0              2              32/126         4510           
14             0              12             0              0              0              2              1              1465           0              0              2              30/126         4115           
15             0              12             0              0              0              6              5              1200           0              0              2              29/126         3750           
14             0              12             0              0              0              4              3              1115           0              0              2              27/126         3615           
15             0              12             0              0              0              8              7              1480           0              0              2              27/126         3980           
12             0              12             0              0              0              6              5              1140           0              0              2              28/126         3640           
16             0              12             0              0              0              4              3              1205           0              0              2              29/126         3805           
13             0              12             0              0              0              6              5              1415           0              0              2              26/126         3860           
14             0              12             0              0              0              3              2              1080           0              0              2              30/126         3730           
13             0              12             0              0              0              1              0              1185           0              0              2              30/126         3835           
14             0              12             0              0              0              3              2              1340           0              0              2              25/126         3740           
15             0              12             0              0              0              5              4              1440           0              0              2              29/126         4035           
16             0              12             0              0              0              6              5              1235           0              0              2              26/126         3635           
14             0              12             0              0              0              1              0              1170           0              0              2              30/126         3920           
16             0              12             0              0              0              4              3              1220           0              0              2              29/126         3770           
16             0              12             0              0              0              5              4              1240           0              0              2              29/126         3840           
13             0              12             0              0              0              3              2              1285           0              0              2              28/126         3835           
12             0              12             0              0              0              3              2              1405           0              0              2              29/126         4005           
14             0              12             0              0              0              3              2              1290           0              0              2              24/126         3640           
12             0              12             0              0              0              3              2              1120           0              0              2              27/126         3615           
13             0              12             0              0              0              3              2              1185           0              0              2              27/126         3635           
13             0              12             0              0              0              3              2              1060           0              1              2              28/126         3610           
12             0              12             0              0              0              5              4              1035           0              1              2              29/126         3685           
14             0              12             0              0              0              4              3              1575           0              0              2              29/126         4165           
13             0              12             0              0              0              4              3              1190           0              0              2              25/126         3590           
13             0              12             0              0              0              2              1              1180           0              0              2              30/126         3880           
17             0              12             0              0              0              3              2              1375           0              0              2              28/126         3925           
16             0              12             0              0              0              3              2              1370           0              0              2              29/126         3960           
13             0              12             0              0              0              3              2              1275           0              0              2              25/126         3670           
13             0              12             0              0              0              3              2              1085           0              1              2              29/126         3685           
14             0              12             0              0              0              4              3              1435           0              0              2              30/126         4025           
13             0              12             0              0              0              3              2              1090           0              0              2              29/126         3690           
13             0              12             0              0              0              8              7              1255           0              0              2              27/126         3755           
15             0              12             0              0              0              8              7              1305           0              0              2              31/126         4005           
15             0              12             0              0              0              5              4              1435           0              0              2              28/126         3985           
15             0              12             0              0              0              7              6              1020           0              1              2              29/126         3620           
14             0              12             0              0              0              5              4              1240           0              1              2              29/126         3790           
17             0              12             0              0              0              1              0              1175           0              0              2              26/126         3620           
12             0              12             0              0              0              4              3              1215           0              0              2              27/126         3715           
14             0              12             0              0              0              2              1              1160           0              1              2              30/126         3760           
12             0              12             0              0              0              4              3              1165           0              0              2              31/126         3915           
14             0              12             0              0              0              7              6              1050           0              0              2              29/126         3700           
17             0              12             0              0              0              5              4              1270           0              0              2              28/126         3820           
14             0              12             0              0              0              5              4              1255           0              0              2              25/126         3650           
14             0              12             0              0              0              3              2              1395           0              0              2              27/126         3895           
12             0              12             0              0              0              6              5              1270           0              0              2              26/126         3720           
13             0              12             0              0              0              5              4              1135           0              0              2              27/126         3630           
14             0              12             0              0              0              6              5              1330           0              0              2              30/126         3980           
13             0              12             0              0              0              4              3              1225           0              0              2              27/126         3675           
15             0              12             0              0              0              1              0              1200           0              1              2              29/126         3750           
14             0              12             0              0              0              4              3              1235           0              0              2              26/126         3630           
13             0              12             0              0              0              7              6              1405           0              0              2              28/126         3955           
14             0              12             0              0              0              4              3              1280           0              0              2              28/126         3780           
14             0              12             0              0              0              2              1              1110           0              1              2              28/126         3610           
15             0              12             0              0              0              3              2              1155           0              0              2              27/126         3655           
12             0              12             0              0              0              4              3              1270           0              0              2              29/126         3870           
12             0              12             0              0              0              3              2              1290           0              0              2              27/126         3790           
13             0              12             0              0              0              2              1              1195           0              1              2              28/126         3695           
12             0              12             0              0              0              2              1              1175           0              0              2              30/126         3925           
13             0              12             0              0              0              2              1              1085           0              0              2              29/126         3685           
14             0              12             0              0              0              1              0              1310           0              0              2              30/126         3960           
13             0              12             0              0              0              4              3              1155           0              1              2              29/126         3705           
12             0              12             0              0              0              2              1              1215           0              1              2              27/126         3715           
13             0              12             0              0              0              2              1              1105           0              0              2              28/126         3650           
14             0              12             0              0              0              4              3              1125           0              1              2              30/126         3725           
13             0              12             0              0              0              4              3              1105           0              2              2              28/126         3605           
13             0              12             0              0              0              3              2              1245           0              0              2              29/126         3895           
13             0              12             0              0              0              4              3              1075           0              1              2              29/126         3725           
13             0              12             0              0              0              6              5              1180           0              0              2              27/126         3675           
13             0              12             0              0              0              3              2              1255           0              0              2              30/126         3905           
13             0              12             0              0              0              3              2              1275           0              0              2              27/126         3620           
14             0              12             0              0              0              4              3              1320           0              0              2              28/126         3870           
14             0              12             0              0              0              2              1              1045           0              0              2              29/126         3690           
14             0              12             0              0              0              3              2              1530           0              0              2              27/126         3825           
13             0              12             0              0              0              5              4              1310           0              0              2              31/126         3960           
14             0              12             0              0              0              3              2              1015           0              0              2              29/126         3655           
15             0              12             0              0              0              6              5              1335           0              0              2              27/126         3835           
13             0              12             0              0              0              4              3              1280           0              0              2              31/126         4025           
16             0              12             0              0              0              5              4              1475           0              0              2              31/126         4165           
16             0              12             0              0              0              6              5              1270           0              0              2              26/126         3720           
15             0              12             0              0              0              1              0              1515           0              0              2              33/126         4310           
13             0              12             0              0              0              7              6              1060           0              1              2              29/126         3610           
16             0              12             0              0              0              4              3              1210           0              0              2              29/126         3810           
14             0              12             0              0              0              3              2              1060           0              0              2              29/126         3655           
14             0              12             0              0              0              2              1              1555           0              0              2              29/126         4150           
12             0              12             0              0              0              5              4              1210           0              1              2              25/126         3560           
14             0              12             0              0              0              3              2              1140           0              1              2              30/126         3740           
14             0              12             0              0              0              4              3              1185           0              0              2              26/126         3635           
16             0              12             0              0              0              6              5              1385           0              0              2              27/126         3885           
13             0              12             0              0              0              6              5              1820           0              0              2              36/126         4770           
13             0              12             0              0              0              2              1              1170           0              0              2              25/126         3570           
14             0              12             0              0              0              3              2              1155           0              0              2              26/126         3605           
12             0              12             0              0              0              6              5              1145           0              0              2              28/126         3645           
12             0              12             0              0              0              6              5              1200           0              0              2              30/126         3800           
12             0              12             0              0              0              3              2              1100           0              0              2              29/126         3750           
12             0              12             0              0              0              5              4              1205           0              0              2              27/126         3705           
13             0              12             0              0              0              1              0              1320           0              0              2              30/126         3965           
